sym,date,period_start_price,period_end_price,20_period_return,ema_3,sma_3,wma_3
INTC,2023-06-07,31.28,31.85,0.0182225063938619,30.99189578562366,30.7,30.936666666666667
INTC,2023-06-06,30.96,31.97,0.03262273901808779,30.703791571247322,30.709999999999997,30.651666666666667
INTC,2023-06-05,29.86,32.51,0.08874748827863357,30.447583142494643,30.766666666666666,30.554999999999996
INTC,2023-05-31,31.44,33.44,0.06361323155216274,30.390665139957143,30.143333333333334,30.55
INTC,2023-05-30,29.99,32.91,0.09736578859619868,29.34133027991429,28.796666666666663,29.228333333333335
INTC,2023-05-24,29.0,33.0,0.13793103448275862,29.370642239314318,29.596666666666668,29.383333333333336
INTC,2023-05-23,29.51,32.71,0.10843781768891898,29.741284478628636,29.906666666666666,29.83666666666667
INTC,2023-05-22,30.28,32.9,0.08652575957727865,29.972568957257266,29.963333333333335,30.063333333333333
INTC,2023-05-17,28.87,36.37,0.25978524419812943,29.120551658058126,29.296666666666667,29.141666666666666
INTC,2023-05-16,29.22,35.82,0.2258726899383984,29.371103316116255,29.323333333333334,29.36833333333333
INTC,2023-05-15,29.8,35.58,0.1939597315436241,29.52220663223251,29.203333333333333,29.36
INTC,2023-05-10,29.97,31.34,0.04571237904571242,30.217653057860066,30.28,30.146666666666665
INTC,2023-05-09,30.1,31.82,0.0571428571428571,30.465306115720132,30.62,30.471666666666668
INTC,2023-05-08,30.77,31.28,0.016574585635359167,30.830612231440263,31.0,30.921666666666667
INTC,2023-05-03,30.65,31.31,0.02153344208809136,30.344897851522106,30.24,30.298333333333332
INTC,2023-05-02,29.77,31.13,0.045683574067853526,30.039795703044213,30.376666666666665,30.161666666666665
INTC,2023-05-01,30.3,31.44,0.03762376237623764,30.309591406088423,30.406666666666666,30.48
INTC,2023-04-26,29.05,29.0,-0.0017211703958692154,29.296731248707367,29.19666666666667,29.095
INTC,2023-04-25,28.88,27.4,-0.0512465373961219,29.543462497414737,29.613333333333333,29.376666666666665
INTC,2023-04-24,29.66,29.0,-0.022252191503708704,30.206924994829475,30.27333333333333,30.073333333333334
INTC,2023-04-19,31.15,29.93,-0.03916532905296947,31.555399958635796,31.706666666666667,31.541666666666668
INTC,2023-04-18,31.83,29.68,-0.06754633993088277,31.960799917271594,31.953333333333333,31.94333333333333
INTC,2023-04-17,32.14,28.87,-0.10174237710018667,32.09159983454319,32.053333333333335,32.055
INTC,2023-04-12,32.02,28.95,-0.09587757651467843,32.26279867634554,32.296666666666674,32.21333333333333
INTC,2023-04-11,32.35,28.86,-0.10788253477588877,32.50559735269107,32.56,32.48333333333334
INTC,2023-04-10,32.52,29.97,-0.07841328413284145,32.661194705382144,32.720000000000006,32.66833333333333
INTC,2023-04-05,32.83,30.99,-0.05604629911666159,32.79477882152859,32.940000000000005,32.93
INTC,2023-04-04,33.1,31.24,-0.05619335347432033,32.75955764305718,32.88666666666667,32.958333333333336
INTC,2023-04-03,32.89,30.65,-0.06810580723624207,32.419115286114355,32.550000000000004,32.68333333333334
INTC,2023-03-29,31.52,31.06,-0.01459390862944165,30.362922288914838,29.99666666666667,30.386666666666667
INTC,2023-03-28,29.29,29.86,0.019460566746329816,29.20584457782968,29.276666666666667,29.265
INTC,2023-03-27,29.18,29.05,-0.004455106237148698,29.121689155659357,29.189999999999998,29.215
INTC,2023-03-22,28.13,30.3,0.07714184145040888,28.503513245274867,28.583333333333332,28.411666666666665
INTC,2023-03-21,28.46,30.86,0.08432888264230494,28.87702649054974,29.143333333333334,28.918333333333333
INTC,2023-03-20,29.16,31.15,0.06824417009602189,29.294052981099476,29.71666666666667,29.546666666666667
INTC,2023-03-15,28.41,31.89,0.1224920802534319,27.91242384879581,27.790000000000003,28.03333333333333
INTC,2023-03-14,28.01,32.13,0.14709032488397003,27.414847697591625,27.393333333333334,27.525000000000002
INTC,2023-03-13,26.95,32.02,0.18812615955473114,26.819695395183246,26.87,26.955
INTC,2023-03-07,25.53,32.81,0.28515471993732866,25.775126322931914,25.97333333333333,25.828333333333333
INTC,2023-03-06,25.99,32.83,0.26317814544055407,26.020252645863827,26.19666666666667,26.161666666666665
INTC,2023-03-01,25.33,32.67,0.28977497039084105,25.202021166910626,25.05333333333333,25.125
INTC,2023-02-28,24.93,32.09,0.2872041716807061,25.074042333821254,24.99,24.955
INTC,2023-02-27,24.9,31.52,0.2658634538152611,25.218084667642508,25.21666666666667,25.09833333333333
INTC,2023-02-22,25.47,29.36,0.15272870043188067,26.254677341140077,26.38,26.02333333333333
INTC,2023-02-21,26.06,29.03,0.11396776669224876,27.039354682280155,27.290000000000003,26.933333333333334
INTC,2023-02-15,28.85,29.81,0.03327556325823214,28.654837458241264,28.680000000000003,28.73
INTC,2023-02-14,28.64,30.18,0.05377094972067036,28.459674916482527,28.33,28.47
INTC,2023-02-13,28.55,28.41,-0.004903677758318759,28.279349832965053,28.026666666666667,28.163333333333338
INTC,2023-02-08,28.24,27.22,-0.03611898016997166,28.704798663720418,28.66,28.584999999999997
INTC,2023-02-07,29.05,26.44,-0.08984509466437175,29.169597327440833,29.353333333333335,29.14166666666667
INTC,2023-02-06,28.69,25.98,-0.09445799930289302,29.289194654881662,29.733333333333334,29.483333333333334
INTC,2023-02-01,29.07,26.4,-0.09184726522187828,28.723557239053296,28.426666666666666,28.613333333333333
INTC,2023-01-31,28.26,26.2,-0.07289455060155704,28.37711447810659,28.123333333333335,28.14
INTC,2023-01-30,27.95,25.33,-0.0937388193202147,28.494228956213178,28.733333333333334,28.376666666666665
INTC,2023-01-25,29.7,25.14,-0.1535353535353535,29.74383164970544,29.963333333333335,29.86833333333333
INTC,2023-01-24,29.92,25.61,-0.1440508021390375,29.787663299410884,29.80333333333333,29.919999999999998
INTC,2023-01-23,30.27,25.47,-0.15857284440039646,29.655326598821766,29.30333333333333,29.611666666666668
INTC,2023-01-18,28.81,27.61,-0.04165220409580005,29.302612790574116,29.506666666666664,29.290000000000003
INTC,2023-01-17,29.6,28.2,-0.04729729729729737,29.795225581148234,30.0,29.885
INTC,2023-01-11,29.85,27.8,-0.06867671691792297,29.451804649185874,29.533333333333335,29.623333333333335
INTC,2023-01-10,29.44,27.73,-0.05808423913043481,29.053609298371747,29.16,29.278333333333336
INTC,2023-01-09,29.31,28.24,-0.03650631183896282,28.667218596743496,28.53333333333333,28.825
INTC,2023-01-04,27.68,30.32,0.09537572254335262,27.077748773947963,26.94666666666667,27.155
INTC,2023-01-03,26.73,30.19,0.12944257388701835,26.475497547895927,26.456666666666667,26.543333333333333
INTC,2022-12-28,25.54,28.16,0.1025841816758027,25.81398038316742,25.85666666666667,25.765
INTC,2022-12-27,25.94,30.09,0.15998457979953734,26.087960766334838,26.0,25.995000000000005
INTC,2022-12-21,26.83,29.22,0.08907938874394337,26.793686130678722,26.686666666666667,26.69333333333333
INTC,2022-12-20,26.44,28.42,0.07488653555219366,26.757372261357446,26.71666666666667,26.636666666666667
INTC,2022-12-19,26.79,28.81,0.07540126913027248,27.074744522714887,26.953333333333333,26.893333333333334
INTC,2022-12-14,28.26,30.11,0.06546355272469914,28.447956181719107,28.560000000000002,28.488333333333333
INTC,2022-12-13,28.73,30.29,0.054298642533936604,28.635912363438216,28.55333333333333,28.635
INTC,2022-12-12,28.69,29.85,0.040432206343673754,28.541824726876428,28.456666666666667,28.498333333333335
INTC,2022-12-07,28.33,28.73,0.014119308153900535,28.654597815011417,28.7,28.560000000000002
INTC,2022-12-06,28.6,27.56,-0.03636363636363646,28.979195630022836,29.060000000000002,28.925
INTC,2022-12-05,29.17,27.68,-0.051079876585533146,29.35839126004567,29.47,29.360000000000003
INTC,2022-12-02,29.41,26.73,-0.09112546752805167,29.546782520091337,29.77,29.659999999999997
INTC,2022-11-30,30.07,26.43,-0.12105088127702031,29.53713008036535,29.231666666666666,29.455833333333334
INTC,2022-11-29,28.9,26.21,-0.09307958477508643,29.004260160730702,28.988333333333333,28.915000000000003
INTC,2022-11-28,28.725,25.54,-0.11087902523933862,29.108520321461402,29.245,29.087500000000002
INTC,2022-11-25,29.34,25.94,-0.1158827539195637,29.492040642922802,29.610000000000003,29.53
INTC,2022-11-23,29.67,26.09,-0.1206605999325919,29.6440812858456,29.47666666666667,29.598333333333333
INTC,2022-11-22,29.82,25.97,-0.12910798122065734,29.618162571691204,29.543333333333337,29.535
INTC,2022-11-21,28.94,26.83,-0.07290946786454744,29.41632514338241,29.566666666666666,29.40833333333333
INTC,2022-11-16,29.53,26.92,-0.08838469353200133,29.940601147059247,30.19666666666667,30.060000000000002
INTC,2022-11-15,30.71,27.15,-0.11592315206773045,30.35120229411849,30.49666666666667,30.543333333333333
INTC,2022-11-14,30.35,28.26,-0.06886326194398681,29.99240458823698,30.180000000000003,30.278333333333336
INTC,2022-11-09,27.52,28.24,0.02616279069767438,27.91923670589584,28.136666666666667,27.988333333333333
INTC,2022-11-08,28.48,28.44,-0.001404494382022442,28.318473411791686,28.363333333333333,28.409999999999997
INTC,2022-11-07,28.41,28.33,-0.0028159098908835567,28.156946823583375,28.0,28.169999999999998
INTC,2022-11-02,27.42,29.41,0.07257476294675413,27.82557458866702,28.05,27.88166666666667
INTC,2022-11-01,28.3,29.83,0.0540636042402826,28.23114917733404,28.600000000000005,28.471666666666668
INTC,2022-10-31,28.43,30.07,0.05768554344002816,28.162298354668078,27.923333333333332,28.28333333333333
INTC,2022-10-26,27.21,29.34,0.07828004410143326,27.16838683734463,27.26666666666667,27.271666666666665
INTC,2022-10-25,27.41,29.34,0.07041225829989053,27.12677367468926,27.186666666666667,27.26
INTC,2022-10-24,27.18,29.67,0.09161147902869765,26.843547349378525,26.74333333333333,26.926666666666666
INTC,2022-10-19,26.0,29.87,0.14884615384615388,26.00837879502819,26.096666666666668,26.026666666666667
INTC,2022-10-18,25.87,29.89,0.15539234634712018,26.01675759005638,26.066666666666666,26.060000000000002
INTC,2022-10-17,26.42,29.53,0.1177138531415594,26.16351518011276,26.25,26.25
INTC,2022-10-11,25.04,29.76,0.18849840255591063,25.44624288180417,25.319999999999997,25.206666666666667
INTC,2022-10-10,25.2,27.52,0.09206349206349208,25.852485763608342,26.03333333333333,25.703333333333333
INTC,2022-10-05,27.64,28.2,0.02026049204052094,27.39988610886674,27.436666666666667,27.548333333333336
INTC,2022-10-04,27.7,27.39,-0.011191335740072157,27.159772217733476,26.813333333333333,27.135
INTC,2022-10-03,26.97,27.42,0.01668520578420478,26.61954443546695,26.37333333333333,26.471666666666664
INTC,2022-09-28,27.13,29.07,0.07150755621083676,27.156355483735595,26.996666666666666,27.02333333333333
INTC,2022-09-27,26.89,26.27,-0.023056898475269653,27.182710967471188,27.126666666666665,27.021666666666665
INTC,2022-09-26,26.97,27.21,0.008898776418242566,27.475421934942375,27.52,27.336666666666662
INTC,2022-09-21,28.47,26.97,-0.05268703898840885,28.813375479538994,28.956666666666667,28.794999999999998
INTC,2022-09-20,28.96,26.08,-0.09944751381215478,29.15675095907799,29.213333333333335,29.166666666666668
INTC,2022-09-19,29.44,26.0,-0.11684782608695655,29.353501918155978,29.173333333333332,29.27333333333333
INTC,2022-09-14,29.18,25.91,-0.11206305688827962,29.748015345247808,30.01,29.613333333333333
INTC,2022-09-13,29.29,26.42,-0.09798566063502893,30.316030690495612,30.77,30.40833333333333
INTC,2022-09-12,31.56,25.33,-0.19740177439797213,31.342061380991225,31.256666666666664,31.391666666666666
INTC,2022-09-07,30.65,25.72,-0.16084828711256116,30.82649104792979,30.74333333333333,30.64833333333333
INTC,2022-09-06,30.36,27.18,-0.10474308300395256,31.00298209585958,31.113333333333333,30.88
INTC,2022-08-31,31.92,25.77,-0.19266917293233088,32.38385676687662,32.373333333333335,32.20333333333333
INTC,2022-08-30,32.26,26.38,-0.18226906385616862,32.847713533753236,32.85333333333333,32.669999999999995
INTC,2022-08-29,32.94,27.13,-0.176381299332119,33.43542706750647,33.73,33.405
INTC,2022-08-24,33.86,27.52,-0.18724158298877733,34.11341654005177,33.88333333333333,33.88666666666666
INTC,2022-08-23,33.95,28.07,-0.17319587628865984,34.36683308010355,34.39000000000001,34.15166666666667
INTC,2022-08-22,33.84,28.47,-0.15868794326241148,34.78366616020709,35.14,34.74666666666667
INTC,2022-08-17,35.78,29.24,-0.1827836780324204,35.949329281656674,36.10333333333333,36.01
INTC,2022-08-16,36.19,28.84,-0.20309477756286262,36.11865856331335,36.21333333333333,36.22666666666667
INTC,2022-08-15,36.34,29.18,-0.19702806824435892,36.04731712662671,36.013333333333335,36.138333333333335
INTC,2022-08-10,35.37,31.46,-0.11054566016398068,35.20853701301368,35.09,35.08833333333333
INTC,2022-08-09,34.52,30.75,-0.10921205098493635,35.04707402602736,35.09666666666667,34.95166666666667
INTC,2022-08-08,35.38,30.65,-0.1336913510457887,35.57414805205471,35.47666666666667,35.43
INTC,2022-08-03,36.52,31.22,-0.14512595837897052,36.63318441643764,36.49666666666667,36.42333333333333
INTC,2022-08-02,36.01,31.76,-0.11802277145237425,36.74636883287528,36.42666666666667,36.376666666666665
INTC,2022-08-01,36.96,31.92,-0.13636363636363633,37.48273766575055,37.660000000000004,37.20166666666667
INTC,2022-07-27,40.18,33.36,-0.16973618715778996,39.69190132600434,39.43333333333333,39.60333333333333
INTC,2022-07-26,38.96,34.89,-0.10446611909650924,39.20380265200869,39.10666666666667,39.06666666666666
INTC,2022-07-25,39.16,33.86,-0.1353421859039836,39.44760530401739,39.656666666666666,39.415
INTC,2022-07-20,40.56,35.38,-0.1277120315581854,39.9308424321391,39.830000000000005,40.138333333333335
INTC,2022-07-19,40.22,36.2,-0.09995027349577315,39.30168486427821,39.18333333333334,39.449999999999996
INTC,2022-07-18,38.71,35.78,-0.0756910359080341,38.38336972855642,38.346666666666664,38.51333333333333
INTC,2022-07-13,37.21,36.11,-0.02956194571351791,37.276957828451344,37.20666666666667,37.208333333333336
INTC,2022-07-12,37.21,35.59,-0.0435366836871808,37.34391565690268,37.46666666666667,37.336666666666666
INTC,2022-07-11,37.2,35.37,-0.049193548387096914,37.47783131380536,37.776666666666664,37.620000000000005
INTC,2022-07-06,36.99,35.39,-0.04325493376588271,36.90265051044287,36.67333333333334,36.781666666666666
INTC,2022-07-05,36.69,35.66,-0.028073044426274223,36.815301020885734,36.81333333333333,36.693333333333335
INTC,2022-06-29,37.29,36.31,-0.02628050415661027,37.67240816708586,37.9,37.67666666666667
INTC,2022-06-28,37.78,39.71,0.05108523028057172,38.054816334171726,38.339999999999996,38.20166666666667
INTC,2022-06-27,38.63,40.18,0.040124255759772125,38.32963266834345,38.21666666666667,38.42
INTC,2022-06-22,37.38,39.2,0.04868913857677903,37.48706134674756,37.36,37.428333333333335
INTC,2022-06-21,37.73,40.61,0.07633183143387233,37.594122693495116,37.346666666666664,37.41166666666667
INTC,2022-06-15,38.65,38.62,-0.0007761966364812714,38.55298154796094,38.11666666666667,38.26333333333333
INTC,2022-06-14,37.93,37.71,-0.005800158186132319,38.455963095921874,38.29333333333333,38.085
INTC,2022-06-13,37.77,37.21,-0.014826581943341336,38.981926191843755,38.98666666666667,38.61333333333334
INTC,2022-06-08,41.23,37.99,-0.0785835556633518,42.405409534750035,42.699999999999996,42.348333333333336
INTC,2022-06-07,43.53,38.14,-0.12382265104525615,43.580819069500066,43.419999999999995,43.44333333333333
INTC,2022-06-06,43.34,36.99,-0.14651592062759577,43.63163813900013,43.85666666666666,43.60666666666666
INTC,2022-06-01,44.11,36.34,-0.17615053275901146,44.073105112001066,44.35999999999999,44.28666666666666
INTC,2022-05-31,44.42,37.41,-0.15781179648806853,44.03621022400213,44.15,44.306666666666665
INTC,2022-05-25,42.2,38.61,-0.08507109004739344,42.02968179201706,41.95666666666667,41.99
INTC,2022-05-24,41.67,37.41,-0.10223182145428378,41.85936358403411,41.77333333333333,41.77666666666667
INTC,2022-05-23,42.0,37.38,-0.10999999999999995,42.04872716806821,41.88666666666666,41.885
INTC,2022-05-20,41.65,37.73,-0.09411764705882357,42.09745433613642,42.00333333333333,41.88666666666666
INTC,2022-05-18,42.35,36.97,-0.12703659976387255,43.07981734454572,43.276666666666664,43.155
INTC,2022-05-17,44.4,37.34,-0.1590090090090089,43.809634689091425,43.69333333333333,43.82666666666666
INTC,2022-05-16,43.08,38.65,-0.10283194057567316,43.21926937818286,43.17333333333334,43.21333333333334
INTC,2022-05-11,42.83,39.18,-0.08522063973850103,43.394155025462894,43.303333333333335,43.26333333333334
INTC,2022-05-10,44.01,40.01,-0.09088843444671665,43.95831005092579,43.79333333333333,43.745000000000005
INTC,2022-05-09,43.07,41.23,-0.042721151613652274,43.90662010185158,43.99,43.73499999999999
INTC,2022-05-04,46.54,43.39,-0.06768371293510955,45.772960814812635,45.52,45.78333333333334
INTC,2022-05-03,45.06,44.84,-0.004882379050155323,45.00592162962527,44.53666666666667,44.781666666666666
INTC,2022-05-02,44.96,44.11,-0.01890569395017797,44.95184325925054,45.13,44.81666666666666
INTC,2022-04-27,45.22,44.55,-0.01481645289694829,45.75474607400426,45.93333333333334,45.626666666666665
INTC,2022-04-26,45.52,43.48,-0.04481546572934987,46.28949214800852,46.373333333333335,46.20333333333334
INTC,2022-04-25,47.06,42.2,-0.10327241818954525,47.05898429601704,47.03333333333333,46.96
INTC,2022-04-20,48.11,41.65,-0.13427561837455831,47.65187436813629,47.56,47.805
INTC,2022-04-19,47.93,42.01,-0.12351345712497395,47.19374873627259,46.74666666666667,47.123333333333335
INTC,2022-04-18,46.64,42.35,-0.09198113207547168,46.45749747254518,46.44,46.37833333333333
INTC,2022-04-13,47.01,43.6,-0.07253775792384592,46.8799898901807,46.69333333333333,46.76666666666667
INTC,2022-04-12,46.5,42.84,-0.07870967741935476,46.74997978036141,46.696666666666665,46.60999999999999
INTC,2022-04-11,46.57,42.83,-0.08030921193901658,46.999959560722814,47.050000000000004,46.88500000000001
INTC,2022-04-06,47.54,44.3,-0.06815313420277665,48.11967648578252,48.29,48.01333333333334
INTC,2022-04-05,48.13,44.6,-0.07334302929565761,48.69935297156505,48.48,48.48333333333333
INTC,2022-04-04,49.2,46.54,-0.05406504065040658,49.268705943130094,48.95666666666667,48.89666666666667
INTC,2022-03-30,51.43,43.59,-0.15244020999416677,51.56964754504074,51.73,51.71666666666666
INTC,2022-03-29,52.25,46.84,-0.10354066985645927,51.70929509008148,51.86333333333332,51.93333333333334
INTC,2022-03-28,51.51,45.22,-0.1221122112211221,51.168590180162965,51.653333333333336,51.635
INTC,2022-03-23,48.27,46.54,-0.03584006629376432,48.028721441303745,48.01666666666667,48.163333333333334
INTC,2022-03-22,48.39,47.5,-0.018392229799545374,47.787442882607486,47.74333333333334,47.900000000000006
INTC,2022-03-21,47.39,48.11,0.015193078708588286,47.18488576521497,47.326666666666675,47.36833333333334
INTC,2022-03-15,44.81,45.67,0.019192144610577982,45.12817224343948,45.01333333333334,44.843333333333334
INTC,2022-03-14,44.4,47.01,0.05878378378378377,45.44634448687896,45.629999999999995,45.25333333333333
INTC,2022-03-09,47.63,47.02,-0.012807054377493163,47.6507558950317,47.60333333333333,47.595000000000006
INTC,2022-03-08,47.5,47.56,0.00126315789473689,47.6715117900634,47.75,47.655
INTC,2022-03-07,47.68,47.54,-0.002936241610738267,47.8430235801268,47.89333333333334,47.85166666666667
INTC,2022-03-02,48.87,48.11,-0.01555146306527518,47.95418864101438,47.79666666666666,47.99166666666667
INTC,2022-03-01,46.82,49.56,0.05852199914566429,47.03837728202876,47.410000000000004,47.26166666666668
INTC,2022-02-28,47.7,51.43,0.07819706498951776,47.25675456405753,47.376666666666665,47.54
INTC,2022-02-23,44.65,51.83,0.16080627099664055,45.11403651246023,44.79333333333333,44.72833333333333
INTC,2022-02-22,44.69,51.62,0.15506824793018573,45.57807302492047,45.76666666666666,45.28666666666667
INTC,2022-02-16,48.23,47.45,-0.01617250673854435,48.21458419936379,48.083333333333336,48.19166666666666
INTC,2022-02-15,48.44,47.14,-0.026837324525185738,48.199168398727586,47.88333333333333,48.01833333333334
INTC,2022-02-14,47.58,46.63,-0.01996637242538873,47.958336797455175,48.02333333333333,47.81
INTC,2022-02-09,49.91,45.83,-0.08174714486074933,49.22669437964137,48.96666666666667,49.254999999999995
INTC,2022-02-08,48.81,46.66,-0.0440483507477977,48.543388759282756,48.333333333333336,48.46666666666667
INTC,2022-02-07,48.18,47.63,-0.011415525114155192,48.27677751856551,48.156666666666666,48.14000000000001
INTC,2022-02-02,49.51,48.07,-0.029085033326600642,49.19422014852407,49.093333333333334,49.208333333333336
INTC,2022-02-01,48.95,47.93,-0.020837589376915284,48.87844029704813,48.5,48.70333333333334
INTC,2022-01-31,48.82,48.87,0.0010241704219581557,48.806880594096256,48.199999999999996,48.32833333333334
INTC,2022-01-26,51.69,47.71,-0.07699748500677107,51.665044752770044,51.54333333333333,51.501666666666665
INTC,2022-01-25,51.0,46.72,-0.083921568627451,51.64008950554008,51.66,51.48666666666666
INTC,2022-01-24,51.94,44.65,-0.14035425490951095,52.280179011080165,52.00666666666666,51.99
INTC,2022-01-19,53.62,45.04,-0.1600149198060425,54.36143208864134,54.69333333333333,54.346666666666664
INTC,2022-01-18,54.76,47.57,-0.13130021913805695,55.10286417728268,55.13333333333333,55.10333333333333
INTC,2022-01-12,55.74,47.63,-0.14549695012558306,55.4429134182615,55.620000000000005,55.708333333333336
INTC,2022-01-11,55.91,48.86,-0.12609551064210334,55.14582683652299,54.85333333333333,55.26500000000001
INTC,2022-01-10,55.21,49.91,-0.0959971019742801,54.38165367304599,54.22,54.419999999999995
INTC,2022-01-05,53.87,48.01,-0.10878039725264525,53.323229384367906,53.406666666666666,53.51666666666667
INTC,2022-01-04,53.14,48.28,-0.09145652992096348,52.77645876873582,52.61666666666667,52.89000000000001
INTC,2022-01-03,53.21,49.51,-0.06953580154106376,52.41291753747164,52.150000000000006,52.395
INTC,2021-12-29,51.83,47.73,-0.07910476557978008,51.72334029977316,51.843333333333334,51.824999999999996
INTC,2021-12-28,51.76,48.05,-0.07167697063369399,51.61668059954633,51.669999999999995,51.745000000000005
INTC,2021-12-27,51.94,51.69,-0.004813246053138237,51.47336119909265,51.406666666666666,51.56833333333333
INTC,2021-12-22,50.97,52.04,0.02099274082793801,50.70344479637059,50.446666666666665,50.675000000000004
INTC,2021-12-21,50.77,52.04,0.025014772503446837,50.43688959274118,50.330000000000005,50.355
INTC,2021-12-20,49.6,53.62,0.08104838709677412,50.10377918548236,50.35,50.145
INTC,2021-12-15,50.67,55.7,0.09926978488257353,50.36023348385888,50.123333333333335,50.23499999999999
INTC,2021-12-14,49.7,54.94,0.10543259557344054,50.05046696771776,50.09666666666667,49.948333333333345
INTC,2021-12-13,50.0,55.74,0.11480000000000004,50.40093393543552,50.35666666666666,50.276666666666664
INTC,2021-12-08,51.75,53.44,0.03265700483091783,51.54747148348414,51.77,51.89666666666667
INTC,2021-12-07,52.57,54.01,0.027392048696975417,51.344942966968276,50.93666666666667,51.49000000000001
INTC,2021-12-06,50.99,53.87,0.05648166307119034,50.119885933936544,49.913333333333334,50.16166666666667
INTC,2021-11-30,49.2,51.74,0.05162601626016258,49.39817494298475,49.326666666666675,49.39666666666667
INTC,2021-11-29,50.0,51.83,0.036599999999999966,49.5963498859695,49.51333333333333,49.553333333333335
INTC,2021-11-23,49.1,51.31,0.045010183299389016,49.450799087755996,49.48333333333334,49.413333333333334
INTC,2021-11-22,49.83,50.97,0.022877784467188453,49.801598175511984,49.67666666666667,49.701666666666675
INTC,2021-11-17,50.23,50.62,0.007764284292255636,50.37278540409588,50.38666666666666,50.37166666666667
INTC,2021-11-16,50.61,50.83,0.00434696700256864,50.51557080819176,50.413333333333334,50.46333333333333
INTC,2021-11-15,50.32,50.67,0.006955484896661396,50.42114161638352,50.38666666666666,50.35166666666667
INTC,2021-11-10,50.76,50.59,-0.0033490937746255833,50.9391329310682,51.169999999999995,51.038333333333334
INTC,2021-11-09,51.2,50.48,-0.014062500000000117,51.1182658621364,51.223333333333336,51.27
INTC,2021-11-08,51.55,51.75,0.003879728419010725,51.0365317242728,50.92666666666667,51.133333333333326
INTC,2021-11-03,50.39,49.25,-0.022623536415955558,49.942253794182406,49.93333333333334,50.07333333333333
INTC,2021-11-02,49.86,49.5,-0.007220216606498184,49.494507588364804,49.47,49.61333333333332
INTC,2021-11-01,49.55,48.6,-0.019172552976791036,49.12901517672961,48.876666666666665,49.12166666666666
INTC,2021-10-27,47.89,48.78,0.01858425558571728,48.75212141383691,48.526666666666664,48.27333333333333
INTC,2021-10-26,48.28,48.78,0.010356255178127589,49.61424282767382,49.050000000000004,48.85333333333333
INTC,2021-10-25,49.41,49.76,0.007083586318559026,50.94848565534764,51.623333333333335,50.525
INTC,2021-10-20,55.37,49.52,-0.10565288062127497,55.02788524278115,55.01666666666667,55.166666666666664
INTC,2021-10-19,55.21,49.68,-0.1001630139467488,54.6857704855623,54.71333333333334,54.83833333333333
INTC,2021-10-18,54.47,50.23,-0.07784101340187263,54.1615409711246,54.27666666666667,54.37166666666667
INTC,2021-10-13,52.26,50.31,-0.037313432835820816,52.59232776899683,52.623333333333335,52.42666666666667
INTC,2021-10-12,52.17,50.31,-0.035652673950546276,52.924655537993665,53.14000000000001,52.86666666666667
INTC,2021-10-11,53.44,50.76,-0.050149700598802395,53.67931107598733,53.81,53.68666666666667
INTC,2021-10-06,53.98,50.92,-0.056687662097072905,53.87448860789861,53.800000000000004,53.885
INTC,2021-10-05,53.95,50.31,-0.06746987951807229,53.768977215797236,53.76,53.775000000000006
INTC,2021-10-04,53.47,50.39,-0.05760239386571907,53.587954431594476,53.53666666666667,53.56833333333333
INTC,2021-09-29,53.49,49.0,-0.08394092353710977,53.823635452755795,54.050000000000004,53.855
INTC,2021-09-28,54.0,48.08,-0.10962962962962966,54.15727090551158,54.29333333333333,54.25666666666666
INTC,2021-09-27,54.66,47.89,-0.12385656787413092,54.314541811023155,54.303333333333335,54.40833333333333
INTC,2021-09-22,53.5,49.46,-0.07551401869158877,53.40633448818524,53.11666666666667,53.20333333333334
INTC,2021-09-21,52.87,56.0,0.05920181577454138,53.312668976370475,53.37,53.13833333333333
INTC,2021-09-20,52.98,55.37,0.04511136277840696,53.75533795274096,54.02333333333333,53.714999999999996
INTC,2021-09-15,55.12,54.46,-0.01197387518142229,54.77270362192769,54.876666666666665,54.89833333333333
INTC,2021-09-14,54.52,53.9,-0.011371973587674332,54.425407243855375,54.45000000000001,54.56333333333333
INTC,2021-09-13,54.99,52.26,-0.04964539007092206,54.330814487710754,54.076666666666675,54.34166666666667
INTC,2021-09-08,53.57,53.81,0.004480119469852567,53.60651590168604,53.57666666666666,53.586666666666666
INTC,2021-09-07,53.65,54.18,0.009878844361603004,53.64303180337208,53.629999999999995,53.61666666666667
INTC,2021-09-01,53.67,53.86,0.0035401527855412284,53.794254426976636,53.89000000000001,53.845
INTC,2021-08-31,54.06,53.28,-0.014428412874583817,53.91850885395327,53.96333333333333,53.99166666666667
INTC,2021-08-30,53.94,53.49,-0.008342602892102258,53.77701770790654,53.653333333333336,53.788333333333334
INTC,2021-08-25,53.81,54.22,0.007619401598215881,53.54614166325234,53.61666666666667,53.71333333333333
INTC,2021-08-24,53.81,54.03,0.004088459394164632,53.28228332650469,53.01666666666666,53.31666666666666
INTC,2021-08-23,53.23,53.5,0.005072327634792469,52.75456665300938,52.56,52.69166666666666
INTC,2021-08-18,52.19,54.26,0.03966277064571758,52.656533224074984,52.78333333333333,52.56999999999999
INTC,2021-08-17,52.69,54.83,0.040614917441639795,53.12306644814997,53.21666666666667,53.083333333333336
INTC,2021-08-16,53.47,55.12,0.03085842528520663,53.55613289629994,53.5,53.48833333333334
INTC,2021-08-11,54.14,53.84,-0.005541189508681144,54.04906317039955,54.04333333333333,54.05833333333334
